id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
488183,Dragonfire (Earth-616),,,,,Male Characters,Deceased Characters,Jun-79,1979
546905,Ed Koch (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,Living Characters,Aug-79,1979
558026,Edwin Maxwell (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,Living Characters,Sep-79,1979
488369,Felix (Earth-616),,,,,Male Characters,Living Characters,Jun-79,1979
483973,Frank Scalise (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Apr-79,1979
18801,Priscilla Ironwood (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Apr-79,1979
18677,Vampiro (Eternal) (Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,Living Characters,Dec-79,1979
199078,Barbara Bannister (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Jul-80,1980
21783,Brahma (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters,Nov-80,1980
242689,Caleb Hammer (Earth-616),Public Identity,Good Characters,,,Male Characters,Deceased Characters,Jun-80,1980
438819,Madeleine St. Germaine (Earth-616),No Dual Identity,,,Black Hair,Female Characters,Living Characters,Feb-80,1980
24645,Nuadhu (Earth-616),,,Blue Eyes,Grey Hair,Male Characters,Living Characters,Oct-80,1980
63226,Peter Alraune (Earth-616),,Good Characters,,White Hair,Male Characters,Deceased Characters,Nov-80,1980
16070,Raksor (Earth-616),Secret Identity,,Green Eyes,No Hair,Male Characters,Living Characters,Sep-80,1980
495329,Coral (Microverse) (Earth-616),,,,,,Living Characters,Jun-81,1981
1507,Elfqueen (Linnea) (Earth-616),Secret Identity,,Blue Eyes,Auburn Hair,Female Characters,Living Characters,Oct-81,1981
45684,Mia Lessing (Earth-616),,Good Characters,,,Female Characters,Living Characters,Dec-81,1981
2322,Rainbow (Spaceknight) (Earth-616),,Good Characters,,,Female Characters,Living Characters,Dec-81,1981
177164,Sadie Frickett (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Jan-81,1981
387214,Time-Buoy Number 6-C (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters,Aug-81,1981
15224,William Bitzer (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Sep-81,1981
246408,Brenda Barclay (Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Nov-82,1982
42105,Freya (Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Living Characters,Jul-82,1982
93566,Jacob Grimm (Earth-616),,Good Characters,,Blond Hair,Male Characters,Living Characters,Jan-82,1982
93607,Pyko (Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,May-82,1982
445585,Vanessa Tooks (Earth-616),Public Identity,Good Characters,,,Female Characters,Living Characters,Jul-82,1982
18691,Angela Tortelli (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Feb-83,1983
93567,Daniel Grimm (Earth-616),,Neutral Characters,,Black Hair,Male Characters,Living Characters,Jul-83,1983
79629,Daniel Smallwood (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Aug-83,1983
653808,Bekk (Earth-616),,Good Characters,,,Male Characters,Deceased Characters,May-84,1984
247584,Eilif (Earth-616),,Good Characters,,White Hair,Male Characters,Living Characters,Apr-84,1984
1369,Eugene Mason (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Deceased Characters,May-84,1984
273368,Jaime Rodriguez (Earth-616),No Dual Identity,,,,Male Characters,Living Characters,Dec-84,1984
432633,Sand Devil (Earth-616),,,,,,Living Characters,Aug-84,1984
306655,William Lonestar (Earth-616),,,,,Male Characters,Living Characters,Aug-84,1984
50256,Ashake (Egyptian) (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,Oct-85,1985
423119,Glow (Triad) (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters,Jun-85,1985
423117,Guardian (Triad) (Earth-616),Secret Identity,Good Characters,,,,Living Characters,Jun-85,1985
249029,Hrolf (Asgardian) (Earth-616),,Good Characters,,,Male Characters,Living Characters,Feb-85,1985
39593,Martha Williams (Earth-616),Public Identity,,,,Female Characters,Living Characters,Nov-85,1985
343971,Susan Banner (Earth-616),,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,Oct-85,1985
435117,Bugeye (Earth-616),,Good Characters,,No Hair,,Living Characters,Feb-86,1986
16295,Bulk (Earth-616),Secret Identity,,,Bald,Male Characters,Deceased Characters,Aug-86,1986
466977,Hiram Riddley (Earth-616),Secret Identity,Good Characters,Grey Eyes,Blond Hair,Male Characters,Living Characters,Jan-86,1986
12886,Illich Lavrov (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Male Characters,Living Characters,Oct-86,1986
678927,Samuel North (Earth-616),,Good Characters,,White Hair,Male Characters,Living Characters,Jun-86,1986
239773,Aptak (Earth-616),Secret Identity,,Green Eyes,No Hair,Male Characters,Deceased Characters,Dec-87,1987
494279,Brie Daniels (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Dec-87,1987
88704,Dina (Earth-616),,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Mar-87,1987
57972,Eros (Olympian) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Sep-87,1987
18803,Aloysius Jamesly (Earth-616),,,,Black Hair,Male Characters,Living Characters,May-88,1988
51075,Bes (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,Living Characters,Dec-88,1988
116664,Gailyn Bailey (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Deceased Characters,Dec-88,1988
16233,Joseph Bailey (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,Dec-88,1988
63508,Monkey (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters,Nov-88,1988
15190,Ox (China Force) (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Nov-88,1988
17151,Rabbit (Earth-616),Secret Identity,,,,Female Characters,Deceased Characters,Nov-88,1988
555134,Sally Fortune (Earth-616),Public Identity,Good Characters,Black Eyes,Red Hair,Female Characters,Living Characters,Jan-88,1988
5706,Snake (China Force) (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters,Nov-88,1988
3887,Bandera (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,Deceased Characters,Dec-89,1989
16872,Palik (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Sep-89,1989
130691,Rex Randolph (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,Living Characters,May-89,1989
32484,Debra Levin (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Jul-90,1990
19508,Jason Jerome (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Jul-90,1990
18409,Joy Adams (Earth-616),,Good Characters,,Blond Hair,Female Characters,Living Characters,Aug-90,1990
79594,Kerry Patrick (Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Male Characters,Living Characters,Dec-90,1990
288837,Luz Delgado (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,Deceased Characters,Dec-90,1990
288239,Pauline Stratton (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,May-90,1990
673950,Ramona Napier (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Sep-90,1990
21601,Red Celestial (Earth-616),,Neutral Characters,,,,Living Characters,May-90,1990
29183,Rose Wu (Earth-616),,Good Characters,,,Female Characters,Deceased Characters,Jan-90,1990
625583,Consuela Sanchez (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Dec-91,1991
289630,Dorma (Clones) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters,Apr-91,1991
301097,Emmy Doolin (Earth-616),,,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,Sep-91,1991
19552,Kathy Malper (Earth-616),Public Identity,,,,Female Characters,Living Characters,Dec-91,1991
123090,Mastodon (Elefante) (Earth-616),,,,Black Hair,Male Characters,Deceased Characters,Nov-91,1991
18205,Toshio Sasaki (Earth-616),Secret Identity,,,White Hair,Male Characters,Living Characters,Apr-91,1991
339173,Arashi Wakayama (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jun-92,1992
1806,Carter Ryking (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,Sep-92,1992
510148,Janus (Collection Agency) (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Jan-92,1992
69584,Jo Beth (Earth-616),,,Black Eyes,Black Hair,Female Characters,Living Characters,Sep-92,1992
731129,Joseph MacNamara (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Dec-92,1992
510150,Jude (Collection Agency) (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Jan-92,1992
62582,"Louis Sadler, Sr. (Earth-616)",Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,Mar-92,1992
681649,Michael Peterson (Earth-616),,,Brown Eyes,Black Hair,Male Characters,Living Characters,Nov-92,1992
501945,Micheal Hamilton (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Apr-92,1992
19229,Rose (Blume) (Earth-616),,,Brown Eyes,,Male Characters,Living Characters,Jan-92,1992
510146,Shaara (Collection Agency) (Earth-616),,,,Brown Hair,Female Characters,Living Characters,Jan-92,1992
731128,Tomas Delgado (Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,Living Characters,Dec-92,1992
325564,Alex Wildman (Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,Jan-93,1993
247559,Annie Jones (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,Oct-93,1993
247547,Carlos deSilva (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,Oct-93,1993
16382,Double Trouble (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,Living Characters,May-93,1993
639155,Elvis Presley (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Feb-93,1993
16588,Gulliver Jones (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Nov-93,1993
7620,Killspree (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,May-93,1993
76444,Kith Nasca (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Oct-93,1993
18112,Kyllian Boddicker (Earth-616),,,Green Eyes,Red Hair,Male Characters,Living Characters,Jun-93,1993
247555,Marc Devlin (Earth-616),Secret Identity,Good Characters,Red Eyes,Bald,Male Characters,Living Characters,Oct-93,1993
51084,Morrigan (Earth-616),,Good Characters,,,Female Characters,Deceased Characters,Jun-93,1993
16151,Nigel Orpington-Smythe (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Living Characters,Feb-93,1993
19164,Roberto Velasquez (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,May-93,1993
247554,Shaka (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-93,1993
30709,Shannon Kane (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,Living Characters,May-93,1993
354570,Cissie Guthrie (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,Living Characters,Sep-94,1994
685691,Dark (Soldiers of Misfortune) (Earth-616),,,,,Female Characters,Living Characters,Dec-94,1994
482082,Ixastophanis (Earth-616),Public Identity,,,Bald,Male Characters,Deceased Characters,Jul-94,1994
21542,Joshua Pryce (Earth-616),,Good Characters,,Brown Hair,Male Characters,Living Characters,Sep-94,1994
482072,Shimata-Kawa (Earth-616),Public Identity,,,Black Hair,Male Characters,Deceased Characters,Jun-94,1994
173937,Sidrat-Al-Muntah (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,Living Characters,Sep-94,1994
745847,Toshiro Mikashi (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,Living Characters,Aug-94,1994
258231,Urson-Wellz (Earth-616),,Good Characters,,Brown Hair,Male Characters,Living Characters,Mar-94,1994
437716,Vincent Cetewayo (Earth-616),,,,,Male Characters,Living Characters,Apr-94,1994
481901,Welyn (Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,Deceased Characters,Oct-94,1994
477433,Zarathustra (Earth-616),,,,Black Hair,Female Characters,Living Characters,Dec-94,1994
79793,Alexander Patel (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,Jan-95,1995
29050,Carrie Bradley (Earth-616),Public Identity,,,Red Hair,Female Characters,Living Characters,Nov-95,1995
16627,Emil Lapin (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,Living Characters,Mar-95,1995
387151,Glib Arkanian (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-95,1995
1918,Keeyah (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters,Oct-95,1995
28065,Kirstin (Venom) (Earth-616),,,,Green Hair,Female Characters,Living Characters,Apr-95,1995
18602,Lynn Walsh (Earth-616),,,,Blond Hair,Female Characters,Living Characters,Oct-95,1995
241341,Marcel Fournier (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,Nov-95,1995
656616,Noah Purl (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Jun-95,1995
16895,Questa (Earth-616),,,,,Female Characters,Living Characters,Jan-95,1995
43750,Token (Earth-616),,,,,,Living Characters,Oct-95,1995
18738,William Matthew Talbot (Earth-616),No Dual Identity,,,Black Hair,Male Characters,Living Characters,Dec-95,1995
259165,Annie Prazniki (Earth-616),,,,Red Hair,Female Characters,Living Characters,Feb-96,1996
348742,Jennifer Walters (Heroes Reborn) (Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters,Nov-96,1996
259465,Kim Gaunt (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Apr-96,1996
401683,Luz Santos (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Feb-96,1996
16733,Miguela Tores (Earth-616),,Neutral Characters,,Brown Hair,Female Characters,Living Characters,Nov-96,1996
283977,Rebecca Essex (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Jun-96,1996
35890,Sinjin Quarrel (Earth-616),Secret Identity,Good Characters,Gold Eyes,Black Hair,Male Characters,Living Characters,Dec-96,1996
259168,Sylvia Prazniki (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Feb-96,1996
183016,Alicia Masters (Heroes Reborn) (Earth-616),,Good Characters,,Red Hair,Female Characters,Living Characters,Jan-97,1997
511830,Anielle (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Sep-97,1997
43775,Chief Authier (Earth-616),,,,,Male Characters,Living Characters,Dec-97,1997
16457,Grovel (Earth-616),Secret Identity,,,,,Living Characters,Sep-97,1997
531118,Isabel Ferguson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Sep-97,1997
184450,Karnak (Heroes Reborn) (Earth-616),,Good Characters,,,Male Characters,Living Characters,Jun-97,1997
184448,Medusalith Amaquelin (Heroes Reborn) (Earth-616),,Good Characters,,,Female Characters,Living Characters,Jun-97,1997
59410,Tito Mendez (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,Sep-97,1997
115407,Uatu (Heroes Reborn) (Earth-616),,,,,Male Characters,Deceased Characters,May-97,1997
681389,Carl Josten (Earth-616),,,,Brown Hair,Male Characters,Deceased Characters,Jul-98,1998
441157,Gadriel (Grigori) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Nov-98,1998
26493,Kalikya (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,Living Characters,Dec-98,1998
16375,Lawrence Young (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Nov-98,1998
27044,Preston Case (Earth-616),,,,,Male Characters,Living Characters,Jul-98,1998
125013,Sorrow (Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Female Characters,Living Characters,Feb-98,1998
16406,Ulysses Dragonblood (Earth-616),Secret Identity,Good Characters,White Eyes,Bald,Male Characters,Living Characters,Nov-98,1998
194097,Uriel (Angel) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Jan-98,1998
18557,Zawadi (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Sep-98,1998
741240,Alestaire Grunch (Earth-616),,,,,Male Characters,Living Characters,Mar-99,1999
16260,Beautiful Dreamer (Mannites) (Earth-616),,,Blue Eyes,Bald,,Living Characters,Sep-99,1999
27530,Chi-Chee (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,Oct-99,1999
19189,Dalton Beck (Earth-616),Secret Identity,,Green Eyes,Auburn Hair,Male Characters,Living Characters,Nov-99,1999
16393,Darco (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Sep-99,1999
631165,Deanna Stockbridge (Earth-616),,,Black Eyes,Blond Hair,Female Characters,Deceased Characters,Apr-99,1999
2634,Devon Alomar (Earth-616),,,,Blond Hair,Male Characters,Living Characters,Feb-99,1999
16473,Glub (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Sep-99,1999
175458,Grace (Mannite) (Earth-616),Secret Identity,Good Characters,,Blue Hair,Female Characters,Living Characters,Sep-99,1999
25092,Jerry Franklin (Earth-616),Public Identity,,,,Male Characters,Living Characters,May-99,1999
19361,Jonas Tolliver (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,Apr-99,1999
9053,Utama Somchart (Earth-616),,,,,Male Characters,Living Characters,Nov-99,1999
554496,Walter Thorson (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,Jan-99,1999
18172,White Wolf (Hunter) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Feb-99,1999
173690,Billy Turner (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Oct-00,2000
454404,Darin II (Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,Living Characters,Oct-00,2000
410085,Jacques LeBeau (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,Jan-00,2000
17989,Patrick Carney (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Nov-00,2000
630803,Piers (Earth-616),,Good Characters,,Black Hair,Male Characters,Deceased Characters,Feb-00,2000
282047,Remiped (Earth-616),,,,Brown Hair,Male Characters,Living Characters,Oct-00,2000
1147,Battering Ram (Earth-616),Secret Identity,,,No Hair,Male Characters,Deceased Characters,Jul-01,2001
1713,Beckah Parker (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Deceased Characters,Jul-01,2001
16546,Christopher Cassera (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Mar-01,2001
285269,Cyra (Asgardian) (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Jul-01,2001
42359,Irina Clayton (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,Dec-01,2001
42363,Marcus Tucker (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters,Oct-01,2001
23907,Mister Howlett (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,Nov-01,2001
120220,Ardina (Earth-616),Secret Identity,Good Characters,White Eyes,Orange Hair,Female Characters,Living Characters,Jul-02,2002
15787,Atleza Langunn (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Sep-02,2002
16314,Cell (Earth-616),Secret Identity,,White Eyes,Bald,Male Characters,Deceased Characters,Jun-02,2002
508622,Cesar Belinski (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,May-02,2002
16365,Cosmo (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,Deceased Characters,Apr-02,2002
508697,Couleur (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,May-02,2002
706784,Dixie (Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,Living Characters,Mar-02,2002
586778,Dylan Maguire (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Jul-02,2002
19635,Electric Eve (Earth-616),Secret Identity,,,White Hair,Female Characters,Living Characters,Jun-02,2002
16466,G-Type (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters,May-02,2002
508696,Kwate (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,May-02,2002
19495,Luke Carlyle (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,Living Characters,Sep-02,2002
550544,Malcolm Powder (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Apr-02,2002
508695,Percival (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,May-02,2002
508619,Rosa Belinski (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,May-02,2002
16948,Squorm (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Apr-02,2002
492429,Tara Virango (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters,Nov-02,2002
508694,Tomothy (Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,Living Characters,May-02,2002
16718,Trader (Morlock) (Earth-616),Secret Identity,,,,Male Characters,Deceased Characters,Jun-02,2002
419006,Victor Infante (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Aug-02,2002
419007,Wyatt Sobel (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Aug-02,2002
16453,Jordan Lewis (Earth-616),Secret Identity,Good Characters,Red Eyes,,Male Characters,Living Characters,Mar-03,2003
437714,Neil Streich (Earth-616),,,,,Male Characters,Living Characters,Apr-03,2003
16854,Paint (Earth-616),Secret Identity,,,Blond Hair,Female Characters,Living Characters,Jan-03,2003
195604,Reverend Paul (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Deceased Characters,Jul-03,2003
282511,Rose Delany (Earth-616),Public Identity,Neutral Characters,Green Eyes,Blond Hair,Female Characters,Deceased Characters,Jul-03,2003
484643,Sarah Gail Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Feb-03,2003
340176,Abraham Verne (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters,Jan-04,2004
18403,Adolphus (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Jul-04,2004
18151,Gregor Smerdyakov (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Jul-04,2004
561019,Gustave Kucharsky (Earth-616),Public Identity,,,Blond Hair,Male Characters,Deceased Characters,Jul-04,2004
442697,Marcus Baldry (Earth-616),,Good Characters,,,Male Characters,Living Characters,Nov-04,2004
715401,Nestor Garcia (Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,Jan-04,2004
33917,Patricia Hamilton (Earth-616),,Good Characters,,Black Hair,Female Characters,Living Characters,Jul-04,2004
697369,Phil Dexter (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Nov-04,2004
561016,Randolph Esposito (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,Living Characters,Jul-04,2004
467685,Raymond Jr. (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Mar-04,2004
442694,Scott Hoskins (Earth-616),,Good Characters,,,Male Characters,Living Characters,Nov-04,2004
417680,Sofia Corazon (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,Aug-04,2004
437717,Elena (Rasputina) (Earth-616),Secret Identity,Neutral Characters,White Eyes,Blond Hair,Female Characters,Deceased Characters,Nov-05,2005
39759,Hana Yanowa (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,Jun-05,2005
719651,Howard Gideon (Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,Apr-05,2005
31562,Inari (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,Deceased Characters,Jul-05,2005
287550,Jemima Catmint (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Dec-05,2005
719745,John Stonehouse (Earth-616),No Dual Identity,,,Brown Hair,Male Characters,Living Characters,Apr-05,2005
719763,Karla Faye Gideon (Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Apr-05,2005
67391,Kioshi Keishicho (Earth-616),Secret Identity,Good Characters,Brown Eyes,No Hair,Male Characters,Living Characters,Jan-05,2005
437599,Larisa Mishchenko (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,Nov-05,2005
67385,Lumina (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Jan-05,2005
721283,Mavis Benally (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Nov-05,2005
279955,Melek (Earth-616),Secret Identity,,,Brown Hair,Male Characters,Living Characters,Feb-05,2005
117517,Paul Jenkins (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Jul-05,2005
719052,Ripley (Blind) (Earth-616),No Dual Identity,,,,Male Characters,Living Characters,Mar-05,2005
279956,Sarah (Tunnel Rats) (Earth-616),Secret Identity,,Red Eyes,Brown Hair,Female Characters,Deceased Characters,Feb-05,2005
16829,Sarah Vale (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,Jun-05,2005
19685,Vic Marcus (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-05,2005
566229,Ajax (Greek Legend) (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Mar-06,2006
20715,Emil Winston (Earth-616),,Good Characters,,Blond Hair,Male Characters,Living Characters,Mar-06,2006
117670,Eugene Sykes (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-06,2006
18819,Frank Johnson (Earth-616),,,Brown Eyes,Grey Hair,Male Characters,Living Characters,Jan-06,2006
451902,Hector Espejo (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Feb-06,2006
655020,Jeff Knudsen (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,Jan-06,2006
66682,Jonathan Swift (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,Dec-06,2006
36075,Karim Mahwash Najeeb (Earth-616),,,,Grey Hair,Male Characters,Deceased Characters,Oct-06,2006
24900,Margaret Dillon (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Feb-06,2006
