id,name,IDENTITY,EYE,HAIR,SEX,ALIVE,AT LARGE,FIRST APPEARANCE,Year
694993,Jack Van Nyborg (Earth-616),,,,Male Characters,Living Characters,Yes,Apr-70,1970
18595,Nigel Carruthers (Earth-616),,,Brown Hair,Male Characters,Living Characters,Yes,Jan-70,1970
458749,Polyphemus (Earth-616),Public Identity,One Eye,Bald,Male Characters,Living Characters,No,Sep-70,1970
246273,Ross Archer (Earth-616),,,Grey Hair,Male Characters,Deceased Characters,No,Jun-70,1970
458747,Scylla (Earth-616),Public Identity,,No Hair,Female Characters,Living Characters,No,Sep-70,1970
392495,Trull (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Apr-70,1970
442857,Vince Sterling (Earth-616),,,Black Hair,Male Characters,Deceased Characters,No,Jun-70,1970
606772,Aunt Serr (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Sep-71,1971
14447,Condor (Daredevil Foe) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Apr-71,1971
519083,Demitrius (Earth-616),Secret Identity,Black Eyes,Black Hair,Male Characters,Living Characters,No,Sep-71,1971
248767,Erik Gorbo (Earth-616),,,,Male Characters,Deceased Characters,No,Mar-71,1971
706136,Farley London (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Jan-71,1971
249649,Karl Serr (Earth-616),,,No Hair,Male Characters,Living Characters,Yes,Sep-71,1971
394016,Neron-Alak (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Feb-71,1971
519088,Ramrod (alien) (Earth-616),Secret Identity,Black Eyes,No Hair,Male Characters,Living Characters,No,Apr-71,1971
706132,Samson Washington (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jan-71,1971
518489,Shara-Lee (Earth-616),Public Identity,Blue Eyes,Black Hair,Female Characters,Deceased Characters,No,Jul-71,1971
519084,Slasher (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Sep-71,1971
345015,Spymaster (Original) (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Jan-71,1971
235195,White Dragon (Iron Man) (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Jul-71,1971
69894,Bert Tacker (Earth-616),,,,Male Characters,Living Characters,No,Jul-72,1972
16184,Calizuma (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-72,1972
558222,Fialan (Earth-616),,Green Eyes,Bald,Male Characters,Living Characters,Yes,Feb-72,1972
663713,Jarr (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,No,Sep-72,1972
83309,Jules Carter (Earth-616),,,,,Living Characters,Yes,Sep-72,1972
729631,Monck (Earth-616),,,,Male Characters,Living Characters,Yes,Oct-72,1972
15378,Torg the Abominable Snow-King (Earth-616),Secret Identity,Black Eyes,Blue Hair,Male Characters,Living Characters,Yes,Nov-72,1972
57045,Catherine Saint (Earth-616),,,,Female Characters,Deceased Characters,No,Oct-73,1973
16190,Chandu (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Dec-73,1973
341907,Filius Omen (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Jun-73,1973
664991,Hugh McCoy (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,Yes,Feb-73,1973
572907,Jennifer Glatzer (Earth-616),Public Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Aug-73,1973
34124,Living Buddha (Earth-616),Secret Identity,Green Eyes,Black Hair,Male Characters,Deceased Characters,No,Jul-73,1973
259787,Moose Morgan (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Apr-73,1973
2216,Nergal,Secret Identity,Black Eyes,,,Living Characters,Yes,Sep-73,1973
410755,Quellor (Earth-616),,,,Male Characters,Living Characters,Yes,Aug-73,1973
301616,Rihva (Earth-616),,,,Male Characters,Deceased Characters,No,Jun-73,1973
303218,Sarnak (Earth-616),Secret Identity,,Blond Hair,Male Characters,Deceased Characters,No,Sep-73,1973
410724,Ulla (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Apr-73,1973
57048,Apocalypse (Mr.Kazarian) (Earth-616),Secret Identity,,,,Deceased Characters,No,Oct-74,1974
63490,Behemoth (Kay-Twelve) (Earth-616),,,,Male Characters,Living Characters,Yes,May-74,1974
310949,Brad Wrangle (Earth-616),Public Identity,,,Male Characters,Deceased Characters,No,Jan-74,1974
309724,Danton Vayla (Earth-616),No Dual Identity,,Bald,Male Characters,Deceased Characters,No,Oct-74,1974
57051,Duke Mannery (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Apr-74,1974
18779,Elianne Turac (Earth-616),No Dual Identity,White Eyes,Black Hair,Female Characters,Deceased Characters,No,Dec-74,1974
163223,Granitor (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Feb-74,1974
308782,Hunchback of Notre Dame (Earth-616),No Dual Identity,,Brown Hair,Male Characters,Deceased Characters,No,Apr-74,1974
34273,Inanna (Earth-616),Public Identity,Violet Eyes,,Female Characters,Deceased Characters,No,Jul-74,1974
309662,Liza Pyne (Earth-616),Public Identity,,Blond Hair,Female Characters,Deceased Characters,No,Jan-74,1974
556069,Lizhardus (Earth-616),,,No Hair,Male Characters,Living Characters,Yes,Jun-74,1974
611598,Lord Karnaj (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Sep-74,1974
63488,Ma Mayhem (Earth-616),Secret Identity,,Blond Hair,Female Characters,Living Characters,No,Jun-74,1974
491108,Malgato (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Jan-74,1974
705559,Mister Slick (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Jun-74,1974
12989,Molecule Man (Artifical Construct) (Earth-616),,,,Male Characters,Living Characters,No,Jan-74,1974
410903,Nestos (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Apr-74,1974
492360,Nicholas Bordia (Earth-616),Public Identity,Brown Eyes,Grey Hair,Male Characters,Living Characters,No,Jan-74,1974
57052,Phineas T. Coroner (Earth-616),,,,Male Characters,Living Characters,No,Oct-74,1974
11854,Razorblade (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Dec-74,1974
84028,Scythe (Mercenary) (Earth-616),,,,Male Characters,Living Characters,No,Jul-74,1974
239042,Snatos (Earth-616),No Dual Identity,,,Male Characters,Living Characters,Yes,Mar-74,1974
350110,Ternak (Earth-616),Public Identity,,,Male Characters,Living Characters,No,Apr-74,1974
18501,Alchemoid (Earth-616),,,,,Deceased Characters,No,Jul-75,1975
314016,Belaric Marcosa (Earth-616),,,,Male Characters,Deceased Characters,No,Oct-75,1975
70747,Bill Gordon (Bronze Age) (Earth-616),No Dual Identity,,Blond Hair,Male Characters,Living Characters,Yes,May-75,1975
725671,Borgia (Roclite) (Earth-616),Public Identity,,No Hair,,Living Characters,No,Feb-75,1975
707832,Daphne von Wilkinson (Earth-616),No Dual Identity,,,Female Characters,Deceased Characters,No,Jul-75,1975
70538,Dryminextes (Earth-616),,,,,Living Characters,No,Apr-75,1975
244492,Father Darklyte (Earth-616),Secret Identity,White Eyes,White Hair,Male Characters,Deceased Characters,No,Aug-75,1975
493708,Hermann von Reitberger (Earth-616),Public Identity,,White Hair,Male Characters,Deceased Characters,No,Jun-75,1975
14094,Juan Aponte (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Mar-75,1975
15506,Legion (Possessors) (Earth-616),Secret Identity,,,,Living Characters,No,Dec-75,1975
70508,Michael Rodgers (Earth-616),,,,Male Characters,Living Characters,Yes,Jan-75,1975
70759,Oruthu (Earth-616),,,,Male Characters,Living Characters,Yes,Jul-75,1975
491106,Sheeas (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,No,Nov-75,1975
39506,Steel Serpent (Death Touch) (Earth-616),Public Identity,Green Eyes,Black Hair,Male Characters,Deceased Characters,No,Mar-75,1975
18740,Takkor (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Jan-75,1975
102918,Tapping Tommy (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,Yes,Dec-75,1975
550698,Thaug (Earth-616),,,Black Hair,Male Characters,Deceased Characters,No,Apr-75,1975
288821,Arno (Earth-616),No Dual Identity,,Black Hair,Male Characters,Living Characters,Yes,Dec-76,1976
175781,Assassin (Maria) (Earth-616),Secret Identity,,Black Hair,Female Characters,Deceased Characters,No,Mar-76,1976
301028,Conquer-Lord (Quinn) (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,No,Jun-76,1976
598841,Edward Lansing (Earth-616),No Dual Identity,Black Eyes,Black Hair,Male Characters,Deceased Characters,No,Mar-76,1976
721596,Jon Peahl (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Oct-76,1976
93650,Mangler (Daniels) (Earth-616),,,,Male Characters,Living Characters,No,Aug-76,1976
598454,Menoetius (Earth-616),Public Identity,Black Eyes,,Male Characters,Living Characters,Yes,Jan-76,1976
506964,Morgan le Fay (Robot) (Earth-616),,,,Female Characters,Living Characters,Yes,Mar-76,1976
2321,Ragar (Earth-616),Public Identity,White Eyes,Black Hair,Male Characters,Living Characters,Yes,Sep-76,1976
247963,Raymond Jones (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Apr-76,1976
248764,Silas Warden (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Aug-76,1976
502871,Madam Web (Earth-616),,,,Female Characters,Living Characters,Yes,Apr-77,1977
346062,Man-Fish (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,Yes,Apr-77,1977
724214,Monk Keys (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Mar-77,1977
123794,Nicodemus (Sorcerer) (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,No,Nov-77,1977
419615,Pierre Dentifris (Earth-616),,,White Hair,Male Characters,Living Characters,No,Feb-77,1977
247369,Soul-Drinker (Earth-616),Secret Identity,,,,Living Characters,Yes,Oct-77,1977
83337,Stephen Weems (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Apr-77,1977
579036,Thomas Ewing (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jun-77,1977
684160,Tri-Animan (Earth-616),,,,Male Characters,Deceased Characters,No,Jan-77,1977
2413,Visimajoris (Earth-616),,,,,Living Characters,Yes,Aug-77,1977
246817,Werner Eisen (Earth-616),,,Bald,Male Characters,Living Characters,Yes,Feb-77,1977
67732,Eric Barlow (Earth-616),,,Black Hair,Male Characters,Deceased Characters,No,Jan-78,1978
5490,Franz Gerhardt (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jun-78,1978
87213,Manipulator (Robot) (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,No,Dec-78,1978
258476,Moran (Earth-616),,,,Male Characters,Living Characters,Yes,Jan-78,1978
418135,Nathan Beame (Earth-616),,Red Eyes,Brown Hair,Male Characters,Living Characters,Yes,Dec-78,1978
542021,Observer YJ-18 (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,Jun-78,1978
258475,Roak (Earth-616),,,,Male Characters,Living Characters,No,Jan-78,1978
751742,Sinister Soofi (Earth-616),,,,Male Characters,Living Characters,Yes,Feb-78,1978
752934,Carbon (Human) (Earth-616),,,,,Living Characters,No,Oct-79,1979
561065,Cerberus (Shogun Warriors) (Earth-616),Secret Identity,,No Hair,,Living Characters,Yes,Aug-79,1979
753125,Cobalt (Human) (Earth-616),Public Identity,White Eyes,No Hair,,Living Characters,No,Oct-79,1979
726711,Darren Cross (Earth-616),No Dual Identity,Black Eyes,Black Hair,Male Characters,Deceased Characters,No,Apr-79,1979
24326,Hagar (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,May-79,1979
24328,Jaketch (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Living Characters,No,May-79,1979
84617,James Valkon (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jan-79,1979
246425,Joshua Farkas (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Dec-79,1979
388608,Lupinar (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Living Characters,Yes,Feb-79,1979
2698,Maur-Konn (Earth-616),,,,Male Characters,Living Characters,No,Feb-79,1979
43785,Metabo (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,No,Aug-79,1979
578044,Monolith (Alien) (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,No,Jan-79,1979
753103,Phosphorus (Human) (Earth-616),,,,,Living Characters,Yes,Oct-79,1979
561064,Starchild (Earth-616),Secret Identity,Red Eyes,No Hair,,Living Characters,Yes,Sep-79,1979
172215,Aaron Verne (Earth-616),Public Identity,,Bald,Male Characters,Living Characters,Yes,Dec-80,1980
18464,Agent Syn (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Nov-80,1980
97707,Alexi Kalishnikov (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Oct-80,1980
457984,Alfred Tooks (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Jul-80,1980
4327,Brute Bashby (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,May-80,1980
18326,Carl Delandan (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Jul-80,1980
247232,Gamesman (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Mar-80,1980
579199,John Judson (Earth-616),Public Identity,,Brown Hair,Male Characters,Living Characters,Yes,Jul-80,1980
18767,Malachi Toomes (Earth-616),Public Identity,,Bald,Male Characters,Deceased Characters,No,Jul-80,1980
574888,Michael Trudeau (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,Aug-80,1980
734594,Galactic Destroyer (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Dec-81,1981
246421,Joshua Grimly (Earth-616),,,Grey Hair,Male Characters,Living Characters,No,Sep-81,1981
418110,Jules Baxendale (Earth-616),,,,Male Characters,Living Characters,No,Jan-81,1981
26840,Montenegro (Earth-616),,Brown Eyes,Red Hair,Male Characters,Living Characters,Yes,Jul-81,1981
4091,Tani Uiruson (Earth-616),,,,Male Characters,Living Characters,No,Aug-81,1981
46949,Ereshkigal (Goddess) (Earth-616),,Blue Eyes,Black Hair,Female Characters,Living Characters,No,Oct-82,1982
427564,Fear (Dark Man) (Earth-616),Secret Identity,Purple Eyes,Black Hair,Male Characters,Living Characters,Yes,Sep-82,1982
724372,Ian Fate (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Feb-82,1982
564960,James Melvin (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Nov-82,1982
392859,Phraug (Earth-616),Public Identity,,No Hair,Male Characters,Living Characters,No,Nov-82,1982
27582,Samhain (Earth-616),,Yellow Eyes,White Hair,Male Characters,Living Characters,No,Nov-82,1982
2452,Tethra (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Nov-82,1982
35804,Arnold Donovan (Earth-616),Public Identity,,Black Hair,Male Characters,Deceased Characters,No,Sep-83,1983
86612,Deadshot Darrance (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,No,Nov-83,1983
422270,Schuyler Belial (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-83,1983
32563,Sheila Danning (Earth-616),,,Red Hair,Female Characters,Living Characters,Yes,Aug-83,1983
39500,Anthony Sloan (Earth-616),Secret Identity,Red Eyes,Bald,Male Characters,Living Characters,Yes,Aug-84,1984
40824,Charasulla (Earth-616),,,,,Living Characters,No,Nov-84,1984
79558,Danielle Belmonde (Earth-616),Public Identity,,Red Hair,Female Characters,Living Characters,Yes,Feb-84,1984
430892,Otny (Earth-616),,,Brown Hair,Male Characters,Living Characters,Yes,Dec-84,1984
561533,Sirius (dog) (Earth-616),Public Identity,,Green Hair,Male Characters,Deceased Characters,No,Apr-84,1984
15637,Ace Spencer (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Oct-85,1985
706081,Basil Thorpe (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Nov-85,1985
30873,Charlie Carcrash (Earth-616),,,Green Hair,Male Characters,Living Characters,No,May-85,1985
34066,Gorth (Earth-616),Public Identity,Green Eyes,No Hair,Male Characters,Deceased Characters,No,Sep-85,1985
72759,Joe Carson (Earth-616),,,,Male Characters,Deceased Characters,No,Jan-85,1985
556977,Lorenzo Spencer (Earth-616),Public Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Oct-85,1985
433905,Mordonna (Earth-616),,,Black Hair,Female Characters,Living Characters,No,Dec-85,1985
243472,Ranar (Earth-616),Public Identity,,No Hair,Male Characters,Deceased Characters,No,Nov-85,1985
463553,Steelshot (Earth-616),Public Identity,,,,Living Characters,Yes,Dec-85,1985
342687,Zebediah Stane (Earth-616),Public Identity,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,No,Sep-85,1985
106268,Asterius (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Feb-86,1986
246427,Bruce Crossman (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,May-86,1986
249001,Dawn Middlebury (Earth-616),,,Strawberry Blond Hair,Female Characters,Living Characters,Yes,Mar-86,1986
248997,Deb Lowry (Earth-616),,,Blond Hair,Female Characters,Living Characters,No,Mar-86,1986
310997,Hal (Warpies) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jan-86,1986
247207,Harvey Jessup (Earth-616),,,Grey Hair,Male Characters,Living Characters,No,Aug-86,1986
43715,Horst Kleinmann (Earth-148611),,,,Male Characters,Living Characters,Yes,Nov-86,1986
560392,Iuriale (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Apr-86,1986
346452,Jaagur (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Dec-86,1986
7437,Jacob Fury (LMD) (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Oct-86,1986
16152,James Christian (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jan-86,1986
436324,Kellen (Earth-616),,,Blond Hair,Male Characters,Living Characters,No,Sep-86,1986
72956,Marcus Coriander (Earth-616),Public Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Mar-86,1986
16944,Michael Nowlan (Earth-616),Public Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Jun-86,1986
310999,Nettle (Earth-616),Secret Identity,Black Eyes,,Female Characters,Living Characters,Yes,Jan-86,1986
16562,Ramora (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Jan-86,1986
435126,Rizzo (Earth-616),,,,,Living Characters,Yes,Mar-86,1986
248999,Sandy Stalmaster (Earth-616),Public Identity,,,Female Characters,Living Characters,No,Mar-86,1986
435508,Slaggnbir (Earth-616),,,Black Hair,Male Characters,Deceased Characters,No,Jun-86,1986
18217,Snap (Warpies) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Jan-86,1986
98717,Susan Hayakawa (Earth-616),Secret Identity,Green Eyes,Black Hair,Female Characters,Living Characters,Yes,Mar-86,1986
345530,Umbra (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,Dec-86,1986
246275,Vivian Dolan (Earth-616),Public Identity,,Brown Hair,Female Characters,Living Characters,Yes,Mar-86,1986
14608,Edward Buckman (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,No,Feb-87,1987
45670,G.I. Max (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,No,Jul-87,1987
589461,Irina Tarasova (Earth-616),Public Identity,Blue Eyes,Brown Hair,Female Characters,Living Characters,No,May-87,1987
254295,Kartak (Earth-616),,,,Male Characters,Living Characters,Yes,Apr-87,1987
84338,Priscilla Morrison (Earth-616),Public Identity,,Brown Hair,Female Characters,Deceased Characters,No,Mar-87,1987
591215,Ptakr (Earth-616),Public Identity,Green Eyes,No Hair,Male Characters,Living Characters,No,Aug-87,1987
746432,Rotgut (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Feb-87,1987
442337,Siggorth (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Jul-87,1987
1239,Brickbat (Earth-616),Secret Identity,,No Hair,Male Characters,Deceased Characters,No,Aug-88,1988
254758,Cheops (Earth-616),,,,Male Characters,Living Characters,Yes,Nov-88,1988
18285,Frank Baer (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Aug-88,1988
72554,Franz Kraus (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jun-88,1988
196065,Fred Caskey (Earth-616),,,,Male Characters,Living Characters,No,Dec-88,1988
564563,Jet (WIldboys) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Apr-88,1988
19368,Konrad Fassbinder (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jul-88,1988
196059,Leaper Logan (Earth-616),,,,Male Characters,Living Characters,Yes,Nov-88,1988
31334,Major Purge (Earth-616),,,Red Hair,Male Characters,Living Characters,No,Aug-88,1988
24323,Miguel Provenza (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Dec-88,1988
118106,Roky Vance (Earth-616),,,Brown Hair,Male Characters,Living Characters,Yes,May-88,1988
564562,Spit (Wildboys) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Apr-88,1988
249113,Steven Petty (Earth-616),,,,Male Characters,Living Characters,No,Feb-88,1988
196070,Sticker (Foxworth) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-88,1988
18574,Yasir (Earth-616),,,,Male Characters,Living Characters,Yes,Feb-88,1988
157140,Anarchy (ULTIMATUM) (Earth-616),Secret Identity,,Red Hair,Female Characters,Living Characters,No,Dec-89,1989
196073,Basher (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jan-89,1989
196061,Bonehead (Earth-616),,Brown Eyes,Bald,Male Characters,Living Characters,No,Apr-89,1989
310489,Bud Cable (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Jan-89,1989
419555,Carlton Beatrice (Earth-616),,,Brown Hair,Male Characters,Living Characters,Yes,Oct-89,1989
89253,Clark Finark (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Dec-89,1989
196075,Clyde Bodtchik (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Jun-89,1989
288976,Dakkor (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,Aug-89,1989
18663,Edward Windhart (Earth-616),,,,Male Characters,Living Characters,No,May-89,1989
519474,Gerald Grondier (Earth-616),Public Identity,Blue Eyes,White Hair,Male Characters,Deceased Characters,No,Jun-89,1989
256458,Grundor (Earth-616),,,,Male Characters,Living Characters,No,Oct-89,1989
104649,Josu\u00e9 P\u00e9tion (Earth-616),,,,Male Characters,Deceased Characters,No,Nov-89,1989
26368,Kar-Sagg (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,Yes,Nov-89,1989
744244,Kholdsor (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Nov-89,1989
32418,Phee (Earth-616),,,,Male Characters,Living Characters,Yes,Jun-89,1989
18590,Robert Washington (Earth-616),Secret Identity,Hazel Eyes,Black Hair,Male Characters,Living Characters,No,May-89,1989
253298,Rochester (Earth-616),,,,Male Characters,Living Characters,No,Nov-89,1989
46753,Sara Krowler (Earth-616),,,Brown Hair,Female Characters,Deceased Characters,No,Aug-89,1989
289410,Squid (Atlantean) (Earth-616),,,,Male Characters,Living Characters,Yes,Feb-89,1989
86331,Talmadge Cobbleskill (Earth-616),Secret Identity,Brown Eyes,White Hair,Male Characters,Living Characters,Yes,Sep-89,1989
18775,Two-Legged Rat (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jan-89,1989
492554,Umberto Safilios (Earth-616),No Dual Identity,,,Male Characters,Deceased Characters,No,Mar-89,1989
45691,Victor Barlow (Earth-616),Secret Identity,Black Eyes,Brown Hair,Male Characters,Deceased Characters,No,Dec-89,1989
249102,Alder Revery (Earth-616),,,Brown Hair,Male Characters,Living Characters,No,Oct-90,1990
395569,Beryl (Earth-616),,,,Male Characters,Living Characters,No,Aug-90,1990
395568,Cerise (Ravens) (Earth-616),,,,Female Characters,Living Characters,Yes,Aug-90,1990
395567,Cobalt (Earth-616),,,Grey Hair,Male Characters,Living Characters,No,Aug-90,1990
46061,Dark Dweller (Earth-616),,Black Eyes,Bald,Male Characters,Living Characters,Yes,Apr-90,1990
676657,Mendev (Earth-616),,,,Male Characters,Living Characters,Yes,Jul-90,1990
706251,Robert Hanklin (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Nov-90,1990
43135,Robert von Doom (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Aug-90,1990
586221,Sluj (Earth-616),,,No Hair,,Living Characters,No,Sep-90,1990
676654,Strokov (Earth-616),,,,Male Characters,Living Characters,No,Jul-90,1990
18748,Ticker (Earth-616),Secret Identity,,Brown Hair,Female Characters,Living Characters,Yes,Oct-90,1990
98425,Uproar (Earth-616),,,,Male Characters,Living Characters,Yes,Sep-90,1990
256652,Utand (Earth-616),,,Bald,Male Characters,Living Characters,No,Jul-90,1990
28495,Arianna Jankos (Earth-616),,,Red Hair,Female Characters,Living Characters,Yes,Aug-91,1991
16181,Brutus (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Jun-91,1991
607127,Bullfinch (Earth-616),Public Identity,,Black Hair,Male Characters,Deceased Characters,No,Jun-91,1991
26487,Carmella (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Living Characters,No,Oct-91,1991
98512,Crimewave (C.W.) (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Oct-91,1991
295867,Elizabeth Braddock (War Skrull) (Earth-616),Secret Identity,,,,Deceased Characters,No,May-91,1991
289261,Francesca Tofield (Earth-616),Public Identity,,Blond Hair,Female Characters,Living Characters,Yes,May-91,1991
27051,Gar-Toom (Earth-616),,,,Male Characters,Living Characters,Yes,Nov-91,1991
72472,Larry Curtiss (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jun-91,1991
726661,Leonard Kryzewski (Earth-616),Public Identity,Blue Eyes,Blond Hair,Male Characters,Living Characters,No,Nov-91,1991
393825,Linus Dorfman (Earth-616),,,,Male Characters,Living Characters,Yes,Jul-91,1991
26796,Masterblaster (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Oct-91,1991
17267,Mora Hager (Earth-616),Secret Identity,Blue Eyes,Blond Hair,Female Characters,Living Characters,Yes,Jul-91,1991
346231,Phineous Umbridge (Earth-616),No Dual Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Sep-91,1991
745831,Ripster (Android) (Earth-616),Secret Identity,,Blond Hair,,Living Characters,Yes,Aug-91,1991
26875,Stig (Earth-616),No Dual Identity,,,Male Characters,Living Characters,No,Feb-91,1991
11471,Unbeing (Earth-616),Secret Identity,,,,Living Characters,No,Jan-91,1991
297330,Angeline Kutter (Earth-616),Public Identity,Blue Eyes,Red Hair,Female Characters,Living Characters,No,Jun-92,1992
32730,Avatar (Triumvirate) (Earth-616),,,Black Hair,Male Characters,Deceased Characters,No,Mar-92,1992
16256,Briquette (Earth-616),Secret Identity,,Magenta Hair,Female Characters,Living Characters,No,Jul-92,1992
526638,Cathode (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Nov-92,1992
728613,Cody (Werewolf) (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jul-92,1992
